"Timestamp","recount ID (from recount3, copy and paste from the “project” column)","Study title (from recount3, copy and paste from the “study_title” column)","Number of samples (from recount3, copy and paste from the “n_samples” column)","Your initials","Include study?","Reason for exclusion","Additional notes","Date of study registration on SRA","DOI of earliest associated publication","Journal","Date of publication","Full name of first author","Full name of last author","Last author institution","Last author country","Paper freely available?","Consortium data set?","Does the study report any of the following for the study samples?","Sample type","Source tissue type (free text, as reported in the paper)...21","Source tissue type (ontology term)...22","Number of individuals...23","Number of biological replicates...24","Does the study include any of the following?...25","What identifiers are you reporting below?...26","Identifier 1...27","Number of individuals associated with identifier 1...28","Identifier 2...29","Number of individuals associated with identifier 2...30","Identifier 3...31","Number of individuals associated with identifier 3...32","Identifier 4...33","Number of individuals associated with identifier 4...34","Identifier 5...35","Number of individuals associated with identifier 5...36","Additional notes about identifiers...37","Sampling location (city)...38","Sampling location (country)...39","Expression technology...40","Genotypes generated?...41","Genotyping technology...42","If genotyping array, which type?...43","eQTLs called?...44","Additional comments...45","Add another sample?...46","Source tissue type (free text, as reported in the paper)...47","Source tissue type (ontology term)...48","Number of individuals...49","Number of biological replicates...50","Does the study include any of the following?...51","What identifiers are you reporting below?...52","Identifier 1...53","Number of individuals associated with identifier 1...54","Identifier 2...55","Number of individuals associated with identifier 2...56","Identifier 3...57","Number of individuals associated with identifier 3...58","Identifier 4...59","Number of individuals associated with identifier 4...60","Identifier 5...61","Number of individuals associated with identifier 5...62","Additional notes about identifiers...63","Sampling location (city)...64","Sampling location (country)...65","Expression technology...66","Genotypes generated?...67","Genotyping technology...68","If genotyping array, which type?...69","eQTLs called?...70","Additional comments...71","Add another sample?...72","Source tissue type (free text, as reported in the paper)...73","Source tissue type (ontology term)...74","Number of individuals...75","Number of biological replicates...76","Does the study include any of the following?...77","What identifiers are you reporting below?...78","Identifier 1...79","Number of individuals associated with identifier 1...80","Identifier 2...81","Number of individuals associated with identifier 2...82","Identifier 3...83","Number of individuals associated with identifier 3...84","Identifier 4...85","Number of individuals associated with identifier 4...86","Identifier 5...87","Number of individuals associated with identifier 5...88","Additional notes about identifiers...89","Sampling location (city)...90","Sampling location (country)...91","Expression technology...92","Genotypes generated?...93","Genotyping technology...94","If genotyping array, which type?...95","eQTLs called?...96","Additional comments...97","Add another sample?...98","Cell line type...99","Cell line name...100","Cellosaurus cell ID...101","Cell line collection...102","Number of individuals...103","Number of biological replicates...104","Does the study include any of the following?...105","What identifiers are you reporting below?...106","Identifier 1...107","Number of individuals associated with identifier 1...108","Identifier 2...109","Number of individuals associated with identifier 2...110","Identifier 3...111","Number of individuals associated with identifier 3...112","Identifier 4...113","Number of individuals associated with identifier 4...114","Identifier 5...115","Number of individuals associated with identifier 5...116","Additional notes about identifiers...117","Expression technology...118","Genotypes generated?...119","Genotyping technology...120","If genotyping array, which type?...121","eQTLs called?...122","Additional comments...123","Add another sample?...124","Cell line type...125","Cell line name...126","Cellosaurus cell ID...127","Cell line collection...128","Number of individuals...129","Number of biological replicates...130","Does the study include any of the following?...131","What identifiers are you reporting below?...132","Identifier 1...133","Number of individuals associated with identifier 1...134","Identifier 2...135","Number of individuals associated with identifier 2...136","Identifier 3...137","Number of individuals associated with identifier 3...138","Identifier 4...139","Number of individuals associated with identifier 4...140","Identifier 5...141","Number of individuals associated with identifier 5...142","Additional notes about identifiers...143","Expression technology...144","Genotypes generated?...145","Genotyping technology...146","If genotyping array, which type?...147","eQTLs called?...148","Additional comments...149","Add another sample?...150","Cell line type...151","Cell line name...152","Cellosaurus cell ID...153","Cell line collection...154","Number of individuals...155","Number of biological replicates...156","Does the study include any of the following?...157","What identifiers are you reporting below?...158","Identifier 1...159","Number of individuals associated with identifier 1...160","Identifier 2...161","Number of individuals associated with identifier 2...162","Identifier 3...163","Number of individuals associated with identifier 3...164","Identifier 4...165","Number of individuals associated with identifier 4...166","Identifier 5...167","Number of individuals associated with identifier 5...168","Additional notes about identifiers...169","Expression technology...170","Genotypes generated?...171","Genotyping technology...172","If genotyping array, which type?...173","eQTLs called?...174","Additional comments...175","Add another sample?...176","Cell line type...177","Cell line name...178","Cellosaurus cell ID...179","Number of individuals...180","Number of biological replicates...181","Add another sample?...182","Cell line type...183","Cell line name...184","Cellosaurus cell ID...185","Number of individuals...186","Number of biological replicates...187","Add another sample?...188","Cell line type...189","Cell line name...190","Cellosaurus cell ID...191","Number of individuals...192","Number of biological replicates...193"
"01/11/2023 13:38:24","SRP097630","Human Cord Blood Sorted Live Cell Erythroblasts RNA-Seq","12","LL","No","Could not find publication associated with study (done)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/11/2023 15:26:01","SRP148477","Single cell RNA sequencing of B cells from allergic individuals","971","LL","Yes",NA,NA,"2018-05-18","10.1126/science.aau2599","Science","14/12/2018","Derek Croote","Stephen R Quake","Stanford University","United States","Yes","No (not associated with any of these)","Race","Primary sample (includes sorted or purified cells)","B-cell","CL:0000236","6","973","Disease - study is only of diseased individuals","Race as reported by the study authors","Asian","2","White","1","White, Asian","1","White, Latino","2",NA,NA,NA,"unreported","unreported","single cell RNA-seq","No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/11/2023 15:46:01","ERP105501","RNA-Seq analysis of human osteoarthritic intact cartilage following total knee replacement","75","LL","No","Could not find publication associated with study (done)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15/11/2023 14:28:09","SRP149535","Human lineage tracing enabled by mitochondrial mutations and single cell genomics [TF1_clones_scRNA]","81","LL","Yes",NA,NA,"2018-06-01","10.1016/j.cell.2019.01.022","Cell","07/03/2019","Leif S Ludwig","Vijay G Sankaran","Broad Institute of MIT and Harvard","United States","Yes","No (not associated with any of these)","Nothing is reported","Primary sample (includes sorted or purified cells)","colorectal tumor (colorectal adenocarcinoma) and adjacent non-neoplastic tissue","NCIT:C5105","1","238","Disease - study is only of diseased individuals","Ancestry, ethnicity, and race are not reported in the paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts","United States","single cell RNA-seq","No",NA,NA,"No",NA,"Yes, primary","hematopoietic stem and progenitor cells","CL:0000037","2","1143","No, none of these","Ancestry, ethnicity, and race are not reported in the paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seattle","United States","single cell RNA-seq","No",NA,NA,"No",NA,"Yes, cancerous/established cell line",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erythroblast","TF1","CVCL_0559","1","3","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15/11/2023 14:58:51","SRP097226","RNA-Seq in SMARCD2 k/d NB4 cells with/without ATRA differentiation","48","LL","Yes","Only cancerous/established cell line (i.e., not LCLs, fibroblasts, iPSCs or a primary sample) (fill in some extra info)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Promyelocytic leukemia","NB4","CVCL_0005","1","2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15/11/2023 16:56:54","SRP065310","Targets of ROR2 overexpression in MCF-7 cells revealed a differentially regulated module of non-canonical WNT signaling pathway","12","LL","No","Only cancerous/established cell line (i.e., not LCLs, fibroblasts, iPSCs or a primary sample) (fill in some extra info)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breast cancer","MCF-7","CVCL_0031","1","12","Yes, established/cancerous cell line","Breast cancer","MDA-MB-231","CVCL_0062","1","6","No",NA,NA,NA,NA,NA
"15/11/2023 17:09:27","SRP156438","Selective Inhibition of the Second Bromodomain of BET Family Maintains Anti-Tumor Efficacy and Improves Tolerability (LNCaP RNA-seq)","20","LL","No","Only cancerous/established cell line (i.e., not LCLs, fibroblasts, iPSCs or a primary sample) (fill in some extra info)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"prostate adenocarcinoma (lymph node carcinoma)","LNCaP","LNCaP","1","6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29/11/2023 16:01:53","SRP144355","Predicting age from the transcriptome of human dermal fibroblasts","143","LL","Yes",NA,NA,"2018-05-02","10.1186/s13059-018-1599-6","Genome Biology","20/12/2018","Jason G Fleischer","Saket Navlakha","The Salk Institute for Biological Studies","United States","Yes","No (not associated with any of these)","Nothing is reported","LCL, fibroblast, or iPSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fibroblast",NA,NA,"None","143","143","Disease - study is a mix of healthy and diseased individuals","Ancestry, ethnicity, and race are not reported in the paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bulk RNA-seq","No",NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30/11/2023 11:46:37","SRP056733","Mycobacterial infection induces a specific human innate immune response","156","LL","Yes",NA,NA,"2015-03-30","10.1038/srep16882","Scientific Reports","20/11/2015","John D Blischak","Yoav Gilad","University of Chicago","United States","Yes","No (not associated with any of these)","Nothing is reported","Primary sample (includes sorted or purified cells)","Monocytes","CL:0000576","6","156","Stimulations - study is a mix of baseline and stimulated/treated samples","Ancestry, ethnicity, and race are not reported in the paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unreported","unreported","bulk RNA-seq","No",NA,NA,"No","unsure about eQTLs - compared to previously identified eQTLs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30/11/2023 15:15:44","SRP073735","Total RNA-seq of HeLa cells upon conventional or improved RNA extraction","46","LL","No","Only cancerous/established cell line (i.e., not LCLs, fibroblasts, iPSCs or a primary sample) (fill in some extra info)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cervical cancer","HeLa","CVCL_0030","1","49","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
